"abbr","title"
"Plant Sci","Plant Science"
"Plant Signaling Behav","Plant Signaling and Behavior"
"Plant Soil","Plant and Soil"
"Plant Species Biol","Plant Species Biology"
"Plant Syst Evol","Plant Systematics and Evolution"
"Planta","Planta"
"Planta Med","Planta Medica"
"Plants People Planet","Plants People Planet"
"Plasma Chem Plasma Process","Plasma Chemistry and Plasma Processing"
"Plasma Devices Oper","Plasma Devices and Operations"
"Plasma Phys","Plasma Physics"
"Plasma Phys Controlled Fusion","Plasma Physics and Controlled Fusion"
"Plasma Phys Rep","Plasma Physics Reports"
"Plasma Polym","Plasmas and Polymers"
"Plasma Processes Polym","Plasma Processes and Polymers"
"Plasma Res Express","Plasma Research Express"
"Plasma Sci Technol","Plasma Science and Technology"
"Plasma Sources Sci Technol","Plasma Sources Science and Technology"
"Plasmas Polym","Plasmas and Polymers"
"Plast Eng","Plastics Engineering"
"Plast Rubber Compos Process Appl","Plastics Rubber and Composites Processing and Applications"
"Plat Surf Finish","Plating and Surface Finishing"
"Platinum Met Rev","Platinum Metals Review"
"PLoS Biol","PLoS Biology"
"PLoS Clin Trials","PLoS Clinical Trials"
"PLoS Comput Biol","PLoS Computational Biology"
"PLOS Curr Evidence Genomic Tests","PLOS Currents Evidence on Genomic Tests"
"PLOS Curr Disasters","PLOS Currents Disasters"
"PLOS Curr Huntington Dis","PLOS Currents Huntington Disease"
"PLOS Curr Muscular Dystrophy","PLOS Currents Muscular Dystrophy"
"PLOS Curr Outbreaks","PLOS Currents Outbreaks"
"PLOS Curr Tree Life","PLOS Currents Tree of Life"
"PLos Genet","PLoS Genetics"
"PLoS Med","PLoS Medicine"
"PLoS NeglTrop Dis","PLoS Neglected Tropical Diseases"
"PLoS One","PLoS One"
"PLoS Pathog","PLoS Pathogens"
"PMC Phys A","PMC Physics A"
"PMC Phys B","PMC Physics B"
"PMSE Prepr","PMSE Preprints"
"PNAS","Proceedings of the National Academy of Sciences of the United States of America"
"POEM Sci Rep","POEM Scientific Reports"
"Poggendorffs Ann Phys","Poggendorffs Annalen der Physik"
"Pol Arch Hydrobiol","Polskie Archiwum Hydrobiologii"
"Pol Bibliogr Rybolowstwa Morskiego","Polska Bibliografia Rybolowstwa Morskiego"
"Pol J Chem","Polish Journal of chemistry"
"Pol J Nat Sci","Polish Journal of Natural Science"
"Pol Polar Res","Polish Polar Research"
"Polar Biol","Polar Biology"
"Polar Geogr","Polar Geography"
"Polar Geogr Geol","Polar Geography and Geology"
"Polar Rec","Polar Record"
"Polar Res","Polar Research"
"Polar Sci","Polar Science"
"Polarforschung","Polarforschung"
"Pollut Atmos","Pollution Atmospherique"
"Pollut Monit","Pollution Monitor"
"Polycyclic Aromat Compd","Polycyclic Aromatic Compounds"
"Polym Adv Technol","Polymers for Advanced Technologies"
"Polym Bull","Polymer Bulletin"
"Polym Chem","Polymer Chemistry"
"Polym Compos","Polymer Composites"
"Polym Cryst","Polymer Crystallization"
"Polym Degrad Stab","Polymer Degradation and Stability"
"Polym Eng Sci","Polymer Engineering and Science"
"Polym Gels Networks","Polymer Gels and Networks"
"Polym Int","Polymer International"
"Polym J","Polymer Journal"
"Polym Mater Sci Eng","Polymeric Materials Science and Engineering"
"Polym Networks Blends","Polymer Networks and Blends"
"Polym Plast Technol Eng","Polymer Plastics Technology and Engineering"
"Polym Polym Compos","Polymers and Polymer Composites"
"Polym Prepr Am Chem Soc Div Polym Chem","Polymeric Preprints American Chemical Society Division of Polymer Chemistry"
"Polym React Eng","Polymer Reaction Engineering"
"Polym Recycl","Polymer Recycling"
"Polym Renewable Resour","Polymers from Renewable Resources"
"Polym Rev","Polymer Reviews"
"Polym Sci Ser A Polym Phys","Polymer Science Series A Polymer Physics"
"Polym Sci Ser B Polym Chem","Polymer Science Series B Polymer Chemistry"
"Polym Sci Ser C Sel Top","Polymer Science Series C Selected Topics"
"Polym Sci Ser D Glues Sealing Mater","Polymer Science Series D Glues and Sealing Materials"
"Polym Test","Polymer Testing"
"Port Zool","Portugaliae Zoologica"
"Portolano Mediterr","Portolano del Mediterraneo"
"Postharvest Biol Technol","Postharvest Biology and Technology"
"Postilla","Postilla"
"Potato Res","Potato Research"
"Poultr Sci","Poultry Science"
"Powder Diffr","Powder Diffraction"
"Powder Metall","Powder Metallurgy"
"Powder Metall Met Ceram","Powder Metallurgy and Metal Ceramics"
"Powder Technol","Powder Technology"
"Power Eng","Power Engineer"
"PPAR Res","PPAR Research"
"Pr Inst Gospod Wodnej","Prace Instytutu Gospodarki Wodnej"
"Pr Inst Meteorol Gospod Wodnej","Prace Instytutu Meteorologii i Gospodarki Wodnej"
"Pr Morskiego Inst Ryb","Prace Morskiego Instytutu Rybackiego"
"Pr Morskiego Inst Ryb Gdyn","Prace Morskiego Instytutu Rybackiego w Gdynia"
"Pr Morskiego Inst Ryb A","Prace Morskiego Instytutu Rybackiego Seria A Oceanografia i Biologia Rybacka"
"Pr Morskiego Inst Ryb B","Prace Morskiego instytutu Rybackiego Seria B Technika Rybacka i Technologia Ryb"
"Pr Panstw Inst HydrobiolMeteorol","Prace Panstwowego Instytutu HydrologicznoMeteorologicznego"
"Pr Ustavu Ryb Hydrobiol Bratisl","Prace Ustavu Rybarstva a Hydrobiologie Bratislava"
"Pract Fail Anal","Practical Failure Analysis"
"Pract Period Hazard Toxic Radioact Waste Manage","Practice Periodical of Hazardous Toxic Waste Management"
"Pract Period Struct Des Constr","Practical Periodical on Structural Design and Construction"
"Pract Spectrosc","Practical Spectroscopy"
"Prakt Metallogr","Praktische Metallographie"
"Prax Naturwiss Biol Sch","Praxis der Naturwissenschaften Biologie in der Schule"
"Prax Naturwiss Chem","Praxis der Naturwissenschaften Chemie"
"Prax Naturwiss Chem Sch","Praxis der Naturwissenschaften Chemie in der Schule"
"Prax Naturwiss Phys","Praxis der Naturwissenschaften Physik"
"Precambrian Res","Precambrian Research"
"Precis Agric","Precision Agriculture"
"Precis Clin Med","Precision Clinical Medicine"
"Precis Eng","Precision Engineering"
"Precis Med Sci","Precision Medicine Sciences"
"Precis Met","Precision Metal"
"Prelim Rep Hakuho Maru Cruise Kh","Preliminary Report of the Hakuho Maru Cruise Kh"
"Prep Biochem Biotechnol","Preparative Biochemistry and Biotechnology"
"Prepr Am Chem Soc Div Pet Chem","Preprints American Chemical Society Division of Petroleum Chemistry"
"Prepr Pap Am Chem Soc Div Fuel Chem","Preprint Papers American Chemical Society Division of Fuel Chemistry"
"Prikl Biokhim Mikrobiol","Prikladnaya Biokhimiya i Mikrobiologiya"
"Primate Biol","Primate Biology"
"Priroda","Priroda"
"Probab Eng Inf Sci","Probability in the Engineering and Informational Sciences"
"Probab Eng Mech","Probabilistic Engineering Mechanics"
"Probiotics Antimicrob Proteins","Probiotics and Antimicrobial Proteins"
"Probl Arkt Antarkt","Problemy Arktiki i Antarktiki"
"Probl Khim Zagrjaz Mir Okeana","Problemy Khimicheskogo Zagrjazneniya vod Mirovogo Okeana"
"Proc Acad Nat Sci Phila","Proceedings of the Academy of Natural Sciences of Philadelphia"
"Proc Am Soc Brew Chem","Proceedings of the American Society of Brewing Chemists"
"Proc Am Soc Inf Sci Technol","Proceedings of the American Society for Information Science and Technology"
"Proc Anal Div Chem Soc","Proceedings of the Analytical Division of the Chemical Society"
"Proc Annu Conf Fish Soc Niger","Proceedings of the Annual Conference of the Fisheries Society of Nigeria FISON"
"Proc Appl Math Mech","Proceedings in Applied Mathematics and Mechanics"
"Proc Assoc Isl Mar Lab Caribb","Proceedings Association of Island Marine Laboratories of the Caribbean"
"Proc Aust Biochem Soc","Proceedings of the Australian Biochemical Society"
"Proc Biol Sci","Proceedings Biological sciences"
"Proc Biol Soc Wash","Proceedings of the Biological Society of Washington"
"Proc Br Inst Radio Eng","Proceedings of the British Institution of Radio Engineers"
"Proc Bur Resour Sci Aust","Proceedings of Resource Sciences Australia"
"Proc Calif Acad Sci","Proceedings of the California Academy of Sciences"
"Proc Cambridge Philos Soc","Proceedings of the Cambridge Philosophical Society"
"Proc Chem Soc","Proceedings of the Chemical Society"
"Proc Combust Inst","Proceedings of the Combustion Institute"
"Proc Conf Gt Lakes Res","Proceedings Conference on Great Lakes Research"
"Proc Conf Mar Technol Soc","Proceedings Conference Marine Technology Society"
"Proc Edinburgh Math Soc","Proceedings of the Edinburgh Mathematical Society"
"Proc Edinburgh Math Soc Sect A Math","Proceedings of the Edinburgh Mathematical Society Section A Mathematics"
"Proc Entomol Soc Wash","Proceedings of the Entomological Society of Washington"
"Proc Est Acad Sci","Proceedings of the Estonian Academy of Sciences"
"Proc Geol Assoc","Proceedings of the Geologists Association"
"Proc Geol Assoc Lond","Proceedings of the Geologists Association London"
"Proc IEEE","Proceedings of the IEEE"
"Proc Indian Acad Sci Math Sci","Proceedings of the Indian Academy of Sciences Mathematical Sciences"
"Proc Indian Acad Sci Earth Planet Sci","Proceedings of the Indian Academy of Sciences Earth and Planetary Sciences"
"Proc Indian Natl Sci Acad","Proceedings of the Indian National Science Academy"
"Proc Indian Natl Sci Acad A","Proceedings of the Indian National Science Academy Part A Physical Sciences"
"Proc Indian Natl Sci Acad B","Proceedings of the Indian National Science Academy Part A Biological Sciences"
"Proc Inst Civ Eng","Proceedings of the Institution of Civil Engineers"
"Proc Inst Civ Eng Civ Eng","Proceedings of the Institution of Civil Engineers Civil Engineering"
"Proc Inst Civ Eng Constr Mater","Proceedings of the Institution of Civil Engineers Construction Materials"
"Proc Inst Civ Eng Energy","Proceedings of the Institution of Civil Engineers Energy"
"Proc Inst Civ Eng Geotech Eng","Proceedings of the Institution of Civil Engineers Geotechnical Engineering"
"Proc Inst Civ Eng Ground Improv","Proceedings of the Institution of Civil Engineers Ground Improvement"
"Proc Inst Civ Eng Marit Eng","Proceedings of the Institution of Civil Engineers Maritime Engineering"
"Proc Inst Civ Eng Munic Eng","Proceedings of the Institution of Civil Engineers Municipal Engineer"
"Proc Inst Civ Eng Struct Build","Proceedings of the Institution of Civil Engineers Structures and Buildings"
"Proc Inst Civ Eng Transp","Proceedings of the Institution of Civil Engineers Transport"
"Proc Inst Civ Eng Waste Resour Manag","Proceedings of the Institution of Civil Engineers Waste Resource Management"
"Proc Inst Civ Eng Water Manage","Proceedings of the Institution of Civil Engineers Water Management"
"Proc Inst Electr Eng","Proceedings of the Institution of Electrical Engineers"
"Proc Inst Electron Radio Eng","Proceedings of the Institution of Electronic and Radio Engineers"
"Proc Inst Fish","Proceedings of the Institute of Fisheries"
"Proc Int Assoc Hydrol Sci","Proceedings of the International Association of Hydrological Sciences"
"Proc Int Astron Congr","Proceedings of the International Astronomical Congress"
"Proc Int Astron Union","Proceedings of the International Astronomical Union"
"Proc Int Balt Sea Fish Comm","Proceedings International Baltic Sea Fishery Commission"
"Proc Int Offshore Polar Eng Conf","Proceedings International Offshore and Polar Engineering Conference"
"Proc IRE","Proceedings of the IRE"
"Proc Jpn Acad B","Proceedings of the Japan Academy Series B Physical and Biological Sciences"
"Proc K Ned Akad Wet","Proceedings of the Koninklijke Nederlandse Akademie van Wetenschappen"
"Proc La Acad Sci","Proceedings of the Louisiana Academy of Sciences"
"Proc Latv Acad Sci Sect B","Proceedings of the Latvian Academy of Sciences Section B Natural Exact and Applied Sciences"
"Proc Linn Soc N S W","Proceedings of the Linnean Society of New South Wales"
"Proc London Math Soc","Proceedings of the London Mathematical Society"
"Proc N S Inst Sci","Proceedings of the Nova Scotian Institute of Science"
"Proc NAFO","Proceedings Northwest Atlantic Fisheries Organization"
"Proc Natl Acad Sci India B","Proceedings of the National Academy of Sciences of India Section B Biological Sciences"
"Proc Natl Acad Sci U S A","Proceedings of the National Academy of Sciences of the United States of America"
"Proc Natl Acad Sci USA","Proceedings of the National academy of Sciences of the United States of America"
"Proc NIPR Symp Polar Biol","Proceedings of the NIPR Symposium on Polar Biology"
"Proc Nutr Soc","Proceedings of the Nutrition Society"
"Proc Ocean Drill Program Part B Sci Results","Proceedings of the Ocean Drilling Program Part B Scientific Results"
"Proc Offshore Technol Conf","Proceedings Offshore Technology Conference"
"Proc Parasitol","Proceedings of Parasitology"
"Proc Phys Soc London","Proceedings of the Physical Society of London"
"Proc Phys Soc London Sect A","Proceedings of the Physical Society Section A"
"Proc Phys Soc London Sect B","Proceedings of the Physical Society Section B"
"Proc Prehist Soc","Proceedings of the Prehistoric Society"
"Proc R Soc Lond A","Proceedings of the Royal Society of London Series A Mathematics and Physical Sciences"
"Proc R Soc Lond B","Proceedings of the Royal Society of London Series B Biological Sciences"
"Proc R Soc London Ser A","Proceedings of the Royal Society of London Series A"
"Proc R Soc London Ser B","Proceedings of the Royal Society of London Series B"
"Proc R Soc Vic","Proceedings of the Royal Society of Victoria"
"Proc R Soc Victoria","Proceedings of the Royal Society of Victoria"
"Proc R Soc B","Proceedings of the Royal Society Series B Biological Sciences"
"Proc S C Sea Grant Consort","Proceedings South Carolina Sea Grant Consortium"
"Proc S Diego Soc Nat Hist","Proceedings of the San Diego Society of Natural History"
"Proc Soc Anal Chem","Proceedings of the Society for Analytical Chemistry"
"Proc Soc Exp Biol Med","Proceedings of the Society for Experimental Biology and Medicine"
"Proc Soc PhotoOpt Instrum Eng Bellingham West Aust","Proceedings Society of Photooptical Instrumentation Engineers Bellingham Western Australia"
"Proc SPIE Int Soc Opt Eng","Proceedings of SPIE The International Society for Optical Engineering"
"Proc Trans N S Inst Sci","Proceedings and Transactions of the Nova Scotian Institute of Science"
"Proc U S Natl Mus","Proceedings of the United States National Museum"
"Proc US Nav Inst","Proceedings United States Naval Institute"
"Proc World Dredg Conf","Proceedings of the World Dredging Conference"
"Proc World Maric Soc","Proceedings of the World Mariculture Society"
"Proc Yorks Geol Soc","Proceedings of the Yorkshire Geological Society"
"Proc Zool Soc","Proceedings of the Zoological Society"
"Proc Zool Soc Lond","Proceedings of the Zoological Society of London"
"Procedia Chem","Procedia Chemistry"
"Procedia Comput Sci","Procedia Computer Science"
"Procedia Earth Planet Sci","Procedia Earth and Planetary Science"
"Procedia Eng","Procedia Engineering"
"Procedia Environ Sci","Procedia Environmental Sciences"
"Procedia Food Sci","Procedia Food Science"
"Procedia Manuf","Procedia Manufacturing"
"Procedia Mater Sci","Procedia Materials Science"
"Procedia Struct Integrity","Procedia Structural Integrity"
"Procedia Technol","Procedia Technology"
"Process Appl Ceram","Processing and Application of Ceramics"
"Process Biochem","Process Biochemistry"
"Process Control Qual","Process Control and Quality"
"Process Saf Environ Prot","Process Safety and Environment Protection"
"Process Saf Prog","Process Safety Progress"
"Prod Conserv Pesca Ital","Prodotti Conservati della pesca in Italia"
"Prod Eng","Production Engineering"
"Prod Leiterplatten Sys","Produktion von Leiterplatten und Systemen"
"Prod Mer","Produits de la Mer"
"Prod Pesq Argent","Produccion Pesquera Argentina"
"Prof Anim Sci","Professional Animal Scientist"
"Prof Fisherman","Professional Fisherman"
"Prof Pap US Geol Surv","Professional Paper US Geological Survey"
"Prog Aerosp Sci","Progress in Aerospace Sciences"
"Prog Biomater","Progress in Biomaterials"
"Prog Biomed Eng","Progress in Biomedical Engineering"
"Prog Biophys Biophys Chem","Progress in Biophysics and Biophysical Chemistry"
"Prog Biophys Mol Biol","Progress in Biophysics and Molecular biology"
"Prog Biotechnol","Progress in Biotechnology"
"Prog Bot","Progress in Botany"
"Prog Chem Fats Other Lipds","Progress in the Chemistry of Fats and Other Lipids"
"Prog Chem Org Nat Prod","Progress in the Chemistry of Organic Natural Products"
"Prog Colloid Polym Sci","Progress in Colloid and Polymer Science"
"Prog Cryst Growth Charact Mater","Progress in Crystal Growth and Characterization of Materials"
"Prog Disaster Sci","Progress in Disaster Science"
"Prog Earth Planet Sci","Progress in Earth and Planetary Science"
"Prog Energy","Progress in Energy"
"Prog Energy Combust Sci","Progress in Energy and Combustion Science"
"Prog FishCult","The Progressive FishCulturist"
"Prog Heterocycl Chem","Progress in Heterocyclic Chemistry"
"Prog Histochem Cytochem","Progress in Histochemistry and Cytochemistry"
"Prog Ind Ecol","Progress in Industrial Ecology"
"Prog Ind Microbiol","Progress in Industrial Microbiology"
"Prog Inorg Chem","Progress in Inorganic Chemistry"
"Prog Lipid Res","Progress in Lipid Research"
"Prog Mater Sci","Progress in Materials Science"
"Prog Med Chem","Progress in Medicinal Chemistry"
"Prog Mol Biol Transl Sci","Progress in Molecular Biology and Translational Science"
"Prog Nat Sci","Progress in Natural Science"
"Prog Neurobiol","Progress in Neurobiology"
