"author","year","title","container","publisher","doi","url","File","ID","journal_disam","container_match_journal","pub_match_journal","container_match_agency","author_match_agency","pub_match_agency","container_match_conf","pub_match_conf","container_match_agency_p","author_match_agency_p","pub_match_agency_p","training_input","class","classification"
"Croft, MG; Gordon, GV","1968","Geology Hydrology and Quality of Water in the HanfordVisalia Area",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","560",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Croft, MG; Gordon, GV","delete","keras"
"Databasin","2019",NA,NA,NA,NA,"https://databasin.org/maps/new#datasets=8aee127380164046b32c2c85dee44d55.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","561",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Databasin","unsure","keras"
"Davis, GH; Green, JH; Olmsted, FH; Brown, DW","1959",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","562",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Davis, GH; Green, JH; Olmsted, FH; Brown, DW","unsure","keras"
"Davis, GH; Coplen, TB","1989","Late Cenozoic Paleohydrogeology of the Western San Joaquin Valley California as Related to Structural Movements in the Central Coast Ranges","Geological Society of America Special Paper","Geological Society of America Special Paper",NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","565","Geological Society of America Special Paper",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Geological Society of America Special Paper","unsure","keras"
"DGS","2019","SPI GIS Map Viewer",NA,NA,NA,"https://spigis.apps.dgs.ca.gov/","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","566",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DGS","unsure","keras"
"DOF","2019","Projections Organization Title",NA,NA,NA,"http://www.dof.ca.gov/Forecasting/Demographics/Projections/.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","567",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DOF","unsure","keras"
"DPR","2019","Surface Water Database SURF Access to the Data","idge%20WD%202012%20AWMPpdf DTSC Department of Toxic Substances Control",NA,NA,"https://www.cdpr.ca.gov/docs/emon/surfwtr/surfcont.htm, https://water.ca.gov/LegacyFiles/wateruseefficiency/sb7/docs/2014/plans/Dudley%20R, https://www.envirostor.dtsc.ca.gov/public/","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","568","idge%20WD%202012%20AWMPpdf DTSC Department of Toxic Substances Control",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"idge%20WD%202012%20AWMPpdf DTSC Department of Toxic Substances Control","agency","keras"
"DWR","1981","Water Well Standards State of California Bulletin 7481 481_ca_well_standards_bulletin7481_1981pdf Page 82",NA,NA,NA,"https://water.ca.gov/LegacyFiles/pubs/groundwater/water_well_standards__bulletin_7","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","569",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"DWR","unsure","keras"
"EPA; Farr, TG; Jones, CE; Liu, Z","2019","Wellhead Protection Program Progress Report Subsidence in the Central Valley California",NA,NA,NA,"https://www3.epa.gov/region1/eco/drinkwater/pc_wellhead_protection.html","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","570",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"EPA; Farr, TG; Jones, CE; Liu, Z","unsure","keras"
"Farr, TG; Jones, CE; Liu, Z","2017","Progress Report Subsidence in California",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","571",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Farr, TG; Jones, CE; Liu, Z","unsure","keras"
NA,"2009","Groundwater Availability of the Central Valley Aquifer",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","572",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Groundwater Availability of the Central Valley Aquifer","delete","keras"
"Fresno County","2010",NA,NA,NA,NA,"https://www.co.fresno.ca.us/home/showdocument?id=1811","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","573",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Fresno County","delete","keras"
"Gray, Brian","2018",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","574",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Gray, Brian","delete","keras"
"Hansen, JA; Jurgens, BC; Fram, MS","2018","Quantifying Anthropogenic Contributions to CenturyScale Groundwater Salinity Changes",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","576",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Hansen, JA; Jurgens, BC; Fram, MS","delete","keras"
"T Harder; JVan de Water","2017","Hydrogeological Conceptual Model and Water Budget of the Tule Subbasin",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","577",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"T Harder; JVan de Water","unsure","keras"
"Hilton, GS; Klausing, RL; Kunkel, F","1963","Geology of the Terra BellaLost Hills Area",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","578",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Hilton, GS; Klausing, RL; Kunkel, F","unsure","keras"
"HighSpeed Rail Authority","2019",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","579",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"HighSpeed Rail Authority","unsure","keras"
"CSD, Home Garden","2015","Home Garden Community Plan",NA,NA,NA,"https://www.countyofkings.com/home/showdocument?id=13507","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","581",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"CSD, Home Garden","unsure","keras"
"Hopkins, JA","2016",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","582",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Hopkins, JA","delete","keras"
"IWP; RL, Ireland; Poland, JF; Riley, FS","2004","They Might be Giants Terminus Dams New Fusegates International Water Power and Dam Construction",NA,NA,NA,"http://www.waterpowermagazine.com/features/featurethey-might-be-giants-terminusdam-s-new-fusegates","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","583",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"IWP; RL, Ireland; Poland, JF; Riley, FS","delete","keras"
"California, as of","1980",NA,NA,NA,NA,"http://pubs.er.usgs.gov/usgspubs/pp/pp437I.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","584",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"California, as of","unsure","keras"
"ITRC","2003","California Crop and Soil Evapotranspiration for Water Balances and Irrigation SchedulingDesign",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","585",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"ITRC","unsure","keras"
"KDWCD","2018",NA,NA,NA,NA,"http://www.kdwcd.com/kdwcdweb_002.html","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","587",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"KDWCD","unsure","keras"
"Kings County Public Health Department","2009","Requirements for New Wells Community and Nontransient Noncommunity Water Systems","Division of Environmental Health Services",NA,NA,"https://www.countyofkings.com/home/showdocument?id=17230","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","588","Division of Environmental Health Services",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Division of Environmental Health Services","unsure","keras"
"Kings County","2002","Revised Dairy Element of Kings General Plan",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","589",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Kings County","unsure","keras"
NA,"2019","Groundwater Management Plan",NA,NA,NA,"https://www.countyofkings.com/departments/community-developmentagency/information/dairy-element, https://water.ca.gov/LegacyFiles/groundwater/docs/GWMP/TL13_KingsCountyWD_GWMP_2011.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","590",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Groundwater Management Plan","unsure","keras"
"KRCD","2009","Kings River Handbook Kings River Fisheries Management Program Kings River Fisheries Management Program Framework Agreement",NA,NA,NA,"http://krcd.org/_pdf/Kings_River_Handbook_2009.pdf, http://krfmp.org/_pdf_fmp/FMP_FrameworkAgreement1999.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","591",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"KRCD","unsure","keras"
"Kings River Water Association","2019",NA,NA,NA,NA,"http://www.kingsriverwater.org/.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","592",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Kings River Water Association","journal","keras"
NA,"2016","KRWQC Kings River Water Quality Coalition",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","593",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"KRWQC Kings River Water Quality Coalition","unsure","keras"
NA,NA,"Kings River Water Quality Coalition KRWQC 2016b",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","595",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Kings River Water Quality Coalition KRWQC 2016b","unsure","keras"
"Leake, SA","2016","Land Subsidence from GroundWater Pumping",NA,NA,NA,"https://geochange.er.usgs.gov/sw/changes/anthropogenic/subside/?","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","597",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Leake, SA","unsure","keras"
"Lettis, WR; Unruh, JR","1991","Quaternary Geology of the Great Valley California","Quaternary Nonglacial Geology Conterminous US Decade of North American Geology Geological Society of America",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","598","Quaternary Nonglacial Geology Conterminous US Decade of North American Geology Prepared for",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Quaternary Nonglacial Geology Conterminous US Decade of North American Geology Geological Society of America","journal","keras"
"Loomis, KB","1990","Late Neogene Depositional History and Paleoenvironments of the WestCentral San Joaquin Basin California",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","600",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Loomis, KB","unsure","keras"
"LSCE","2014",NA,"RH 1967 Petrology of Sediments Underlying Areas of Land Subsidence in Central California US Geological Survey Professional Paper 497c",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","601","RH 1967 Petrology of Sediments Underlying Areas of Land Subsidence in Central California Prepared for",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"RH 1967 Petrology of Sediments Underlying Areas of Land Subsidence in Central California US Geological Survey Professional Paper 497c","agency","keras"
"Nidever, Seth","2017","NASA Data Show Californias San Joaquin Valley Still Sinking",NA,NA,NA,"https://data.ca.gov/dataset/nasa-jpl-insar-subsidence-data, https://www.nasa.gov/feature/jpl/nasa-data-show-californias-san-joaquin-valley-stillsinking","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","604",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Nidever, Seth","delete","keras"
"NOAA","2019","Web Soil Survey","NRCS National Resource Conservation Service",NA,NA,"https://w2.weather.gov/climate/xmacis.php?wfo=hnx","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","605","NRCS National Resource Conservation Service",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"NRCS National Resource Conservation Service","agency","keras"
"Page, RW","1981","Data on Depths to the Upper Mya Zone of the San Joaquin Formation in the Kettleman City Area",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","608",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Page, RW","delete","keras"
"PRISMClimate Group","2018","Oregon State University","Provost and Pritchard Consulting Group 2009 Apex Ranch Conjunctive Use Project Groundwater Monitoring Program 2008 Through 2009",NA,NA,"http://prism.oregonstate.edu","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","610","Provost and Pritchard Consulting Group 2009 Apex Ranch Conjunctive Use Project Groundwater Monitoring Program October 2008 Through September 2009",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Provost and Pritchard Consulting Group 2009 Apex Ranch Conjunctive Use Project Groundwater Monitoring Program 2008 Through 2009","agency","keras"
"Provost; Group, Pritchard Consulting","2011",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","611",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Provost; Group, Pritchard Consulting","delete","keras"
"Water, RMC; Environment","2015","Transitioning to Sustainability Modeling Groundwater Sustainability in the Kings Tulare Lake Region",NA,NA,NA,"http://californiawaterfoundation.org/wp-content/uploads/CWF-Transitioning-toSustainability-Final-Report_11_09_2015.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","612",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Water, RMC; Environment","journal","keras"
"Engineering, Summers; Inc","2012",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","616",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Engineering, Summers; Inc","delete","keras"
NA,NA,NA,"GeoTracker",NA,NA,"http://geotracker.waterboards.ca.gov.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","617","GeoTracker",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"GeoTracker","unsure","keras"
"UNAVCO","2019","PBO GPS Stations Network Monitoring",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","618",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"UNAVCO","unsure","keras"
NA,NA,"Final Environmental Assessment",NA,NA,NA,"http://www.spk.usace.army.mil/Portals/12/documents/civil_works/Success/FINAL%20S","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","619",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Final Environmental Assessment","unsure","keras"
"USBR","2003","Raise Pine Flat Dam Upper San Joaquin River Basin Storage Investigation Surface Water Storage Option Technical Memorandum Joint Study",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","620",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"USBR","unsure","keras"
"USBR","2017","Summary of Available Water Supplies",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","621",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"USBR","unsure","keras"
"USBR","2018","Central Valley Project Interim Renewal Contracts for Cross Valley Contractors 20162018",NA,NA,NA,"https://www.usbr.gov/mp/nepa/includes/documentShow.php?Doc_ID=31723","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","622",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"USBR","unsure","keras"
"WWQC","2019","Westside Water Quality Coalition",NA,NA,NA,"https://www.wwqc.org/","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","625",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"WWQC","unsure","keras"
NA,"2019","SGMA and GSP Development Updates 1 Pm",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","627",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"SGMA and GSP Development Updates 1 Pm","delete","keras"
NA,"2019","SGMA and GSP Development Updates 6 Pm",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","628",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"SGMA and GSP Development Updates 6 Pm","delete","keras"
NA,"2019","Tulare Lake Subbasin GSP Public Hearing Hanford 10 Am",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","629",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Tulare Lake Subbasin GSP Public Hearing Hanford 10 Am","unsure","keras"
NA,NA,"GSA and GSP GSP Public Review Update",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","630",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"GSA and GSP GSP Public Review Update","delete","keras"
NA,NA,"Tulare Lake SubbasinWide Public Outreach Meeting GSP for the Subbasin",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","631",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Tulare Lake SubbasinWide Public Outreach Meeting GSP for the Subbasin","delete","keras"
"Allen, RG; Pereira, LS; Raes, D; Smith, M","1998","Crop Evapotranspiration Guidelines for Computing Crop Water Requirements FAO Irrigation and Drainage Paper 56 Food and Agriculture Organization of the United Nations",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","632",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Allen, RG; Pereira, LS; Raes, D; Smith, M","delete","keras"
"Environment, Amec Foster Wheeler; Infrastructure, Inc","2018",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","633",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Environment, Amec Foster Wheeler; Infrastructure, Inc","unsure","keras"
"Anderson, M; Woessner, W; Hunt, R","2015","Applied Groundwater Modeling Simulation of Flow and Advective Transport",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","634",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Anderson, M; Woessner, W; Hunt, R","delete","keras"
"Bear, J","1972","Dynamics of Fluids in Porous Media",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","636",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Bear, J","delete","keras"
"Boyce, SE; Hanson, RT; Ferguson, IM; Reimann, T; Henson, W; Mehl, S; Leake, S; Maddock, T","2016","MODFLOWOWHM V2 the Next Generation of Fully Integrated Hydrologic Simulation Software",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","637",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Boyce, SE; Hanson, RT; Ferguson, IM; Reimann, T; Henson, W; Mehl, S; Leake, S; Maddock, T","delete","keras"
"Brush, CF; Dogrul, EC; Kadir, TN","2016","Development and Calibration of the California Central Valley Groundwater Surface Water Simulation Model C2VSim",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","638",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Brush, CF; Dogrul, EC; Kadir, TN","delete","keras"
"Croft, MG; Gordon, GV; Survey, USGeological","1968","Geology Hydrology and Quality of Water in the Hanford Visalia Area","Water Resources Division",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","642","Water Resources Division",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Water Resources Division","unsure","keras"
"ECORP Consulting; Inc","2007","Tulare Lake Basin Hydrology and Hydrography a Summary of the Movement of Water and Aquatic Species",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","644",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"ECORP Consulting; Inc","delete","keras"
"Simulations, Environmental; Inc","2017","Guide to Using Groundwater Vistas Version 7",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","645",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Simulations, Environmental; Inc","unsure","keras"
